Document_ID,Date_Publish,Inventor,Title,PayPatent,Patent_Language,Description
US 9346766 B2,12/21/2023,ZHANG; Jinyu,"['VEGI', 'inhibitor', 'angiogenesis', 'tumor', 'growth']",United States,en,vegi inhibitor angiogenesis tumor growth
US 9346397 B2,12/21/2023,ZHANG; Jinyu,"['VEGFR2', 'ANTIBODIES']",United States,de,vegfr2 antibodies
US 9346029 B2,12/21/2023,ZHANG; Jinyu,"['LIGHT', 'CHAIN', 'FUSION', 'PROTEIN']",United States,de,vegfr-antibody light chain fusion protein
US 9345799 B1,12/21/2023,ZHANG; Jinyu,"['VEGFR-3-ACTIVATING', 'AGENTS', 'AND', 'ONCOLYTIC', 'VIRUSES', 'AND', 'USES', 'THEREOF', 'THE', 'TREATMENT', 'OF', 'CANCER']",United States,en,vegfr-3-activating agents oncolytic viruses uses thereof treatment cancer
US 9345223 B1,12/21/2023,ZHANG; Jinyu,"['VEGFR-3', 'inhibitor', 'materials', 'methods']",United States,en,vegfr-3 inhibitor materials methods
US 9345222 B1,12/21/2023,ZHANG; Jinshan et al.,"['TARGETING', 'DNA', 'VACCINE', 'FOR', 'COMBINATION', 'THERAPY']",United States,vi,vegfr-2 targeting dna vaccine for combination therapy
US 9345221 B1,12/21/2023,ZHANG; Jinshan et al.,"['CAR', 'IMMUNE', 'CELLS', 'TO', 'TREAT', 'CANCERS']",United States,en,vegfr-2 car immune cells treat cancers
US 9345220 B1,12/21/2023,ZHANG; Jinnan et al.,"['TARGETING', 'PEPTIDES']",United States,vi,vegfr-1 nrp-1 targeting peptides
US 9345219 B1,12/21/2023,ZHANG; Jing et al.,"['VEGFR', 'INHIBITORS', 'CONTAINING', 'A', 'ZINC', 'BINDING', 'MOIETY']",United States,de,vegfr inhibitors containing a zinc binding moiety
US 9345218 B1,12/21/2023,ZHANG; Jing,"['VEGF/DLL4', 'Binding', 'Agents', 'Thereof']",United States,en,vegf dll4 binding agents uses thereof
US 9345215 B1,12/21/2023,ZHANG; Jin et al.,"['VEGF.sub.145', 'expression', 'vectors']",United States,fr,vegf sub 145 expression vectors
US 9345214 B1,12/21/2023,ZHANG; Jin et al.,"['antagonists', 'adjuvant', 'therapy', 'treatment', 'stage', 'tumors']",United States,en,vegf-specific antagonists adjuvant neoadjuvant therapy treatment early stage tumors
US 9345213 B1,12/21/2023,ZHANG; Jie et al.,['protein'],United States,en,vegf-related protein
US 9343425 B1,12/21/2023,ZHANG; Jie et al.,"['genes', 'methods']",United States,en,vegf-modulated genes methods employing
US 9342253 B1,12/21/2023,ZHANG; Jie et al.,"['REGULATION', 'OF', 'DENDRITES']",United States,de,vegf-d vegfr2 3-mediated regulation of dendrites
US 9342070 B2,12/21/2023,ZHANG; Jie,"['Regulation', 'Dendrites']",United States,en,vegf-d vegfr2 3-mediated regulation dendrites
US 9341051 B2,12/21/2023,ZHANG; Jianqiang et al.,"['VEGF-D/VEGF-C/VEGF', 'inhibitor']",United States,ro,vegf-d vegf-c vegf peptidomimetic inhibitor
US 9340830 B2,12/21/2023,ZHANG; Jianliang,"['Mutants', 'Their', 'Use']",United States,en,vegf-d mutants use
US 9340790 B2,12/21/2023,ZHANG; Jianjun et al.,"['materials', 'methods', 'treatment', 'neuropathologies']",United States,en,vegf-c vegf-d materials methods treatment neuropathologies
US 9340596 B2,12/21/2023,ZHANG; Jianjian et al.,"['Materials', 'Methods', 'Stimulation', 'Neural', 'Stem', 'cells']",United States,en,vegf-c vegf-d materials methods stimulation neural stem cells
US 9340366 B2,12/21/2023,ZHANG; Jianhao et al.,"['VEGF-BINDING', 'PROTEIN', 'FOR', 'BLOCKADE', 'OF', 'ANGIOGENESIS']",United States,de,vegf-binding protein for blockade of angiogenesis
US 9339759 B2,12/21/2023,ZHANG; Jiangtao et al.,['polypeptide'],United States,da,vegf-binding polypeptide
US 9339615 B2,12/21/2023,ZHANG; Jiangtao et al.,"['KDR', 'polypeptide']",United States,da,vegf-binding kdr polypeptide
US 9339564 B2,12/21/2023,ZHANG; Jianfa et al.,"['VEGF-B', 'PDGF', 'modulation', 'stem', 'cells']",United States,en,vegf-b pdgf modulation stem cells
US 9339523 B2,12/21/2023,ZHANG; Jianfa et al.,"['FAS', 'LIGANDS']",United States,de,vegf-activated fas ligands
US 9339172 B2,12/21/2023,ZHANG; Jiandi,"['PROTEINS', 'AND', 'HER2-BINDING', 'PROTEINS', 'WITH', 'ENHANCED', 'STABILITY', 'AGAINST', 'AGGREGATION']",United States,de,vegf-a-binding proteins and her2-binding proteins with enhanced stability against aggregation
US 9339000 B1,12/21/2023,ZHANG; Jiancun et al.,['variants'],United States,lt,vegf variants
US 9338999 B1,12/21/2023,ZHANG; Jiancun et al.,['VARIANTS'],United States,et,vegf variants
US 9338998 B1,12/21/2023,ZHANG; Jianbing et al.,"['Vegf', 'variant', 'binding', 'activity', 'use', 'promotion', 're-endothelization', 'prevention', 'restenosis']",United States,en,vegf variant lacks vegfr-1 binding activity use promotion re-endothelization prevention in-stent restenosis
US 9338997 B1,12/21/2023,ZHANG; Jian et al.,"['VEGF', 'TRAPS', 'AND', 'MINI-TRAPS', 'AND', 'METHODS', 'FOR', 'TREATING', 'OCULAR', 'DISORDERS', 'AND', 'CANCER']",United States,de,vegf traps and mini-traps and methods for treating ocular disorders and cancer
US 9338996 B1,12/21/2023,ZHANG; Jian,"['VEGF', 'RECEPTOR', 'FUSION', 'PROTEINS', 'THEIR', 'PHARMACEUTICAL', 'COMPOSITIONS', 'AND', 'THERAPEUTIC', 'APPLICATIONS', 'THE', 'EYE', 'DISEASES']",United States,en,vegf receptor fusion proteins pharmaceutical compositions therapeutic applications eye diseases
US 9338995 B1,12/21/2023,ZHANG; JUNWU,"['VEGF', 'Receptor', 'Conditional', 'Knockout', 'Animals', 'Methods', 'Use']",United States,en,vegf receptor conditional knockout animals methods use
US 9338994 B1,12/21/2023,ZHANG; JUN,"['VEGF', 'receptor', 'antagonists']",United States,en,vegf receptor antagonists
US 9338956 B1,12/21/2023,ZHANG; JULIA XIULING,"['VEGF', 'PATHWAY', 'BLOCKADE']",United States,de,vegf pathway blockade
US 9338955 B1,12/21/2023,ZHANG; JULIA XIULING,"['VEGF', 'MINI-TRAPS', 'AND', 'METHOD', 'OF', 'USE', 'THEREOF']",United States,en,vegf mini-traps method use thereof
US 9338954 B1,12/21/2023,ZHANG; JIANPING et al.,"['VEGF', 'gene', 'transfer', 'cells', 'prosthesis']",United States,en,vegf gene transfer endothelial cells vascular prosthesis
US 9338953 B1,12/21/2023,ZHANG; JIANPING et al.,"['VEGF', 'GENE', 'THERAPY', 'FOR', 'TENDON', 'AND', 'LIGAMENT', 'INJURIES']",United States,en,vegf gene therapy tendon ligament injuries
US 9338952 B1,12/21/2023,ZHANG; JIANPING et al.,"['VEGF', 'fusion', 'proteins']",United States,fr,vegf fusion proteins
US 9338181 B1,12/21/2023,ZHANG; JIANPING et al.,"['VEGF', 'DIMER', 'MOLECULES', 'AND', 'COLUMNS', 'COMPRISING', 'A', 'VEGF', 'DIMER', 'MOLECULE', 'AS', 'WELL', 'USES', 'PRODUCTION', 'METHODS', 'AND', 'METHODS', 'INVOLVING', 'THE', 'SAME']",United States,de,vegf dimer molecules and columns comprising a vegf dimer molecule as well as uses production methods and methods involving the same
US 9338175 B1,12/21/2023,ZHANG; Huiming et al.,"['VEGF', 'ANTAGONIST', 'COMPOSITIONS', 'AND', 'USES', 'THEREOF']",United States,en,vegf antagonist compositions uses thereof
US 9338012 B1,12/21/2023,ZHANG; Hui et al.,"['VEGF', 'TIE2-Binding', 'Fusion', 'Protein', 'Thereof']",United States,en,vegf tie2-binding fusion protein uses thereof
US 9337856 B1,12/21/2023,ZHANG; Hui et al.,"['VEGF', 'ANALOGS', 'AND', 'METHODS', 'OF', 'USE']",United States,de,vegf analogs and methods of use
US 9336958 B2,12/21/2023,ZHANG; Hui et al.,"['VEGF', 'activity', 'inhibitor']",United States,en,vegf activity inhibitor
US 9336936 B1,12/21/2023,ZHANG; Hui et al.,"['VEGETATIVE', 'PROPAGATION', 'OF', 'SOYBEAN', 'PLANTS', 'IN', 'A', 'HYDROPONIC', 'ENVIRONMENT']",United States,de,vegetative propagation of soybean plants a hydroponic environment
US 9336483 B1,12/21/2023,ZHANG; Hui et al.,"['promoter', 'plants']",United States,en,vegetative growth-specific promoter genetically modified plants obtained thereby
US 9336385 B1,12/21/2023,ZHANG; Hui et al.,"['Vegetation', 'water', 'composition', 'treatment', 'skin', 'conditions']",United States,en,vegetation water composition treatment inflammatory skin conditions
US 9336366 B2,12/21/2023,ZHANG; Hui et al.,"['Vegetation', 'Maintenance', 'System']",United States,de,vegetation maintenance system
US 9336239 B1,12/21/2023,ZHANG; Hui et al.,"['protein', 'preparation', 'methods', 'thereof']",United States,en,vegetarian protein preparation methods thereof
US 9335330 B2,12/21/2023,ZHANG; Hui et al.,"['foodstuff', 'algae']",United States,en,vegetarian foodstuff containing entrapped viable algae
US 9335263 B2,12/21/2023,ZHANG; Hui et al.,"['VEGETARIAN', 'FEEDING', 'METHOD', 'FOR', 'CARNIVOROUS', 'FISH', 'AND', 'SHRIMP', 'WITH', 'SPIRULINA', 'AND', 'CHLORELLA', 'ALGAE', 'USING', 'ELECTROLYZED', 'WATER', 'AND', 'SODIUM', 'THIOSULFATE', 'GUAR', 'AND', 'OLIGOFRUCTANS', 'AS', 'ADDITIVES']",United States,de,vegetarian feeding method for carnivorous fish and shrimp with spirulina and chlorella algae using electrolyzed water and sodium thiosulfate guar and oligofructans as additives
US 9334980 B2,12/21/2023,ZHANG; Hui et al.,"['VEGETABLES', 'MUSHROOMS', 'OR', 'HERBS', 'IN', 'A', 'BOX']",United States,de,vegetables mushrooms or herbs a box
US 9334334 B2,12/21/2023,ZHANG; Huang-Ge,"['Vegetables', 'Method', 'Capable', 'Separating', 'Splitting', 'Impurities', 'Machine', 'Implementing', 'Same']",United States,en,vegetables washing method capable separating splitting impurities machine implementing
US 9334325 B2,12/21/2023,ZHANG; Huang-Ge,"['VEGETABLE', 'WASHING', 'METHOD', 'CAPABLE', 'SEPARATING', 'AND', 'SPLITTING', 'IMPURITIES', 'AND', 'MACHINE', 'FOR', 'IMPLEMENTING', 'SAME']",United States,de,vegetable washing method capable of separating and splitting impurities and machine for implementing same
US 9334273 B1,12/21/2023,ZHANG; Hua et al.,"['protein', 'concentrate']",United States,it,vegetable protein concentrate
US 9334266 B2,12/21/2023,ZHANG; Hua et al.,"['VEGETABLE', 'POWDERS', 'METHODS', 'FOR', 'MANUFACTURING', 'VEGETABLE', 'POWDERS', 'AND', 'KITS', 'THEREOF']",United States,de,vegetable powders methods for manufacturing vegetable powders and kits thereof
US 9334239 B2,12/21/2023,ZHANG; Hua et al.,"['VEGETABLE', 'OILS', 'AND', 'USES', 'THEREFOR']",United States,de,vegetable oils and uses therefor
US 9334177 B1,12/21/2023,ZHANG; Hua et al.,"['VEGETABLE', 'POLYMERS', 'FOR', 'NANOPARTICLE', 'SURFACE', 'MODIFCATION']",United States,de,vegetable oil-based polymers for nanoparticle surface modifcation
US 9334098 B1,12/21/2023,ZHANG; Hua et al.,"['Alkoxylates', 'Methods']",United States,en,vegetable oil-based alkoxylates methods making
US 9333289 B1,12/21/2023,ZHANG; Hongyan et al.,"['oil', 'acid', 'content']",United States,en,vegetable oil elevated stearic acid content
US 9332742 B2,12/21/2023,ZHANG; Hongyan et al.,"['oil', 'extraction', 'improvement']",United States,fr,vegetable oil extraction improvement
US 9332722 B1,12/21/2023,ZHANG; Hongyan et al.,"['oil', 'dielectric', 'fluid', 'composition']",United States,ro,vegetable oil dielectric fluid composition
US 9332721 B1,12/21/2023,ZHANG; Hongyan et al.,"['VEGETABLE', 'OIL', 'COMPOSITION', 'FOR', 'COATING', 'PARTICLES']",United States,ca,vegetable oil composition for coating particles
US 9332720 B1,12/21/2023,ZHANG; Hongyan et al.,"['oil', 'dielectric', 'fluid']",United States,en,vegetable oil based dielectric fluid
US 9332719 B1,12/21/2023,ZHANG; Hongyan,"['oil', 'dielectric', 'coolant']",United States,en,vegetable oil based dielectric coolant
US 9332718 B1,12/21/2023,ZHANG; Hongkai et al.,"['VEGETABLE', 'EXTRACT', 'TO', 'PREVENT', 'AND', 'TREAT', 'HAIR', 'LOSS']",United States,en,vegetable extract prevent treat hair loss
US 9332717 B1,12/21/2023,ZHANG; Hongjun et al.,"['VEGETABLE', 'FRUIT', 'WASHING', 'APPARATUS']",United States,de,vegetable and fruit washing apparatus
US 9332716 B1,12/21/2023,ZHANG; Hongjie et al.,"['fruit', 'saver']",United States,no,vegetable and fruit saver
US 9332715 B1,12/21/2023,ZHANG; Hongjie et al.,"['VEGETABILE', 'MATERIAL', 'PLANTS', 'A', 'METHOD', 'OF', 'PRODUCING', 'A', 'PLANT', 'HAVING', 'ALTERED', 'LIGNIN', 'PROPERTIES']",United States,pt,vegetabile material plants and method of producing plant having altered lignin properties
US 9332714 B1,12/21/2023,ZHANG; Hongjie et al.,"['VECTORS', 'SYSTEMS', 'AND', 'METHODS', 'FOR', 'EUKARYOTIC', 'GENE', 'EDITING']",United States,de,vectors systems and methods for eukaryotic gene editing
US 9332713 B1,12/21/2023,ZHANG; Hongjian et al.,"['VECTORS', 'KITS', 'AND', 'METHODS', 'FOR', 'CLONING', 'DNA']",United States,de,vectors kits and methods for cloning dna
US 9332702 B1,12/21/2023,ZHANG; Hongjian et al.,"['Vectors', 'Host', 'Cells', 'Methods', 'Production', 'Uses']",United States,en,vectors host cells methods production uses
US 9332701 B1,12/21/2023,ZHANG; Hongjian et al.,"['VECTORS', 'GENETICALLY', 'MODIFIED', 'CELLS', 'AND', 'GENETICALLY', 'MODIFIED', 'NON-HUMAN', 'ANIMALS', 'COMPRISING', 'THE', 'SAME']",United States,de,vectors genetically modified cells and genetically modified non-human animals comprising the same
US 9332647 B2,12/21/2023,ZHANG; Hesheng,"['Vectors', 'compositions', 'methods', 'disorder']",United States,en,vectors compositions methods treating vascular disorder
US 9332029 B1,12/21/2023,ZHANG; Hesheng,"['Vectors', 'cells', 'methods', 'production', 'vectors']",United States,en,vectors cells methods production deleterious adenoviral herpes viral adeno-associated viral vectors
US 9332025 B1,12/21/2023,ZHANG; He et al.,"['VECTORS', 'CELLS', 'AND', 'PROCESSES', 'FOR', 'PYRIMIDINE', 'DEOXYRIBONUCLEOSIDES', 'PRODUCTION']",United States,de,vectors cells and processes for pyrimidine deoxyribonucleosides production
US 9332024 B1,12/21/2023,ZHANG; Haoming,"['Vectors', 'cells', 'processes', 'pyrimidine', 'deoxyribonucleosides', 'production']",United States,en,vectors cells processes pyrimidine deoxyribonucleosides production
US 9332023 B1,12/21/2023,ZHANG; Hao et al.,"['Vectors', 'cell', 'lines', 'use', 'maintenance', 'replication', 'plasmids', 'expression', 'gene', 'products']",United States,en,vectors cell lines use obtaining extended episomal maintenance replication hybrid plasmids expression gene products
US 9330264 B1,12/21/2023,ZHANG; Hao et al.,"['Vectors', 'insulators']",United States,en,vectors viral insulators
US 9330260 B1,12/21/2023,ZHANG; Hao et al.,"['VECTORS', 'WITH', 'PROMOTER', 'AND', 'ENHANCER', 'COMBINATIONS', 'FOR', 'TREATING', 'PHENYLKETONURIA']",United States,de,vectors with promoter and enhancer combinations for treating phenylketonuria
US 9330258 B1,12/21/2023,ZHANG; Hanwei et al.,"['Vectors', 'signal', 'sequence']",United States,en,vectors pectate lyase signal sequence
US 9329194 B2,12/21/2023,ZHANG; Hancheng et al.,"['Vectors', 'tropism']",United States,en,vectors modified protease-dependent tropism
US 9328976 B1,12/21/2023,ZHANG; Hancheng et al.,"['VECTORS', 'WITH', 'MODIFIED', 'INITIATION', 'CODON', 'THE', 'TRANSLATION', 'OF', 'AAV-REP78', 'USEFUL', 'FOR', 'PRODUCTION', 'OF', 'AAV']",United States,en,vectors modified initiation codon translation aav-rep78 useful production aav
US 9328391 B1,12/21/2023,ZHANG; Haitao et al.,"['Vectors', 'enhancer', 'domains']",United States,en,vectors enhancer domains
US 9328357 B1,12/21/2023,ZHANG; Hainan et al.,"['Vectors', 'promoter', 'activity']",United States,en,vectors repress heterologous promoter activity
US 9328204 B2,12/21/2023,ZHANG; HAOQIU,"['Vectors', 'detection', 'DNA', 'sequences']",United States,en,vectors suitable detection eukaryotic dna regulatory sequences
US 9328203 B2,12/21/2023,ZHANG; H. Steve et al.,"['Vectors', 'genes', 'markers']",United States,en,vectors including foreign genes negative selective markers
US 9328194 B2,12/21/2023,ZHANG; H. Steve,"['VECTORS', 'INCLUDING', 'AN', 'ANIONIC', 'MACROMOLECULE', 'A', 'CATIONIC', 'LIPID', 'FOR', 'DELIVERING', 'SMALL', 'NUCLEIC', 'ACIDS']",United States,en,vectors including anionic macromolecule cationic lipid delivering small nucleic acids
US 9328095 B2,12/21/2023,ZHANG; Guoliang et al.,"['Vectors', 'transgenesis']",United States,en,vectors avian transgenesis
US 9328057 B2,12/21/2023,ZHANG; Guoliang et al.,"['Vectors', 'repeat', 'sequence', 'Epstein-Barr', 'virus']",United States,en,vectors terminal repeat sequence epstein-barr virus
US 9327662 B1,12/21/2023,ZHANG; Guobiao,"['Vectors', 'replication', 'immunogenicity', 'pathogenicity', 'stress', 'promoter', 'regulation', 'use', 'thereof']",United States,en,vectors replication immunogenicity pathogenicity stress promoter regulation use thereof
US 9327650 B2,12/21/2023,ZHANG; Guobiao,"['Vectors', 'expression', 'methods', 'uses']",United States,en,vectors enhanced expression methods making uses thereof
US 9327630 B1,12/21/2023,ZHANG; Guobiao,"['Vectors', 'expression', 'methods', 'uses']",United States,en,vectors enhanced expression methods making uses thereof
US 9327298 B1,12/21/2023,ZHANG; Guobiao,"['Vectors', 'isoforms', 'beta-hexosaminidase', 'uses']",United States,en,vectors isoforms beta-hexosaminidase uses
US 9327038 B2,12/21/2023,ZHANG; Guobiao,"['Vectors', 'isoforms', 'beta-hexosaminidase']",United States,en,vectors isoforms beta-hexosaminidase
US 9326951 B2,12/21/2023,ZHANG; Guobiao,"['VECTORS', 'HARBORING', 'TOXIC', 'GENES', 'METHODS', 'AND', 'USES', 'THEREFOR']",United States,de,vectors harboring toxic genes methods and uses therefor
US 9326698 B2,12/21/2023,ZHANG; Guobiao,"['VECTORS', 'FOR', 'VARIABLE', 'REGION', 'SEQUENCE', 'SCREENING']",United States,de,vectors for variable region sequence screening
US 9326665 B2,12/21/2023,ZHANG; Guobiao,"['VECTORS', 'FOR', 'TRANSGENE', 'EXPRESSION']",United States,de,vectors for transgene expression
US 9326476 B1,12/21/2023,ZHANG; Guobiao,"['VECTORS', 'FOR', 'TRANSFORMING', 'MYCOPLASMA', 'HYOPNEUMONIAE', 'TRANSFORMED', 'M.', 'HYOPNEUMONIAE', 'STRAINS', 'AND', 'USE', 'THEREOF']",United States,en,vectors transforming mycoplasma hyopneumoniae transformed hyopneumoniae strains use thereof
US 9326475 B1,12/21/2023,ZHANG; Guobiao,"['VECTORS', 'FOR', 'TRANSFORMATION', 'OF', 'PLANT', 'CELLS']",United States,de,vectors for transformation of plant cells
US 9326474 B1,12/21/2023,ZHANG; Guobiao,"['Vectors', 'replication']",United States,en,vectors tissue-specific replication
US 9326473 B1,12/21/2023,ZHANG; Guobiao,"['VECTORS', 'FOR', 'THE', 'TREATMENT', 'OF', 'FRIEDREICH', 'ATAXIA']",United States,de,vectors for the treatment of friedreich s ataxia
US 9326472 B1,12/21/2023,ZHANG; Guobiao,"['VECTORS', 'FOR', 'THE', 'TREATMENT', 'OF', 'ACID', 'CERAMIDASE', 'DEFICIENCY']",United States,en,vectors treatment acid ceramidase deficiency
US 9326471 B1,12/21/2023,ZHANG; Guobiao,"['Vectors', 'expression', 'FGF-5', 'cells', 'thereof']",United States,en,vectors expression fgf-5 human cells uses thereof
US 9326470 B1,12/21/2023,ZHANG; Guobiao,"['Vectors', 'diagnosis', 'treatment', 'tumors', 'melanoma']",United States,en,vectors diagnosis treatment solid tumors including melanoma
US 9326468 B1,12/21/2023,ZHANG; Guobiao,"['Vectors', 'Co-Expression', 'Membrane', 'Domains', 'Viral', 'Envelope', 'Proteins', 'Thereof']",United States,en,vectors co-expression membrane domains viral envelope proteins uses thereof
US 9326467 B1,12/21/2023,ZHANG; Guobiao,"['Vectors', 'donor', 'cells', 'efficiency', 'transfer']",United States,en,vectors telomerizing nuclear donor cells improving efficiency nuclear transfer
