Numéro,Patent Number,Inventeur/org,Date de publication,country_code,country_name,description_language,Titre,Description
1159,cn105708722a,shenzhen zhenxing virus tech co ltd,2016-06-29,cn,china,en,"['factor', 'composition', 'composite', 'freeze-dried', 'powder', 'promoting', 'skin', 'cell', 'growth', 'skin', 'care', 'product']","['invention', 'provides', 'factor', 'composition', 'composite', 'freeze-dried', 'powder', 'promoting', 'skin', 'cell', 'growth', 'skin', 'care', 'product.', 'factor', 'composition', 'promoting', 'skin', 'cell', 'growth', 'comprises', 'egf', 'bfgf', 'kgf', 'composite', 'freeze-dried', 'powder', 'promoting', 'skin', 'cell', 'growth', 'prepared', 'weight', '0.0003-0.0018', 'factor', 'composition', 'promoting', 'skin', 'cell', 'growth', '0.1-5', 'asiaticoside', '5-28', 'freeze-drying', 'protecting', 'agent', 'balance', 'water.', 'adoption', 'technical', 'scheme', 'three', 'cell', 'growth', 'factors', 'serve', 'ingredients', 'achieving', 'main', 'effects', 'achieve', 'synergistic', 'effect', 'well', 'promote', 'growth', 'human', 'body', 'skin', 'cells', 'improve', 'skin', 'people', 'freeze-drying', 'process', 'bioactivity', 'cell', 'growth', 'factors', 'effectively', 'guaranteed', 'obtained', 'skin', 'care', 'product', 'multiple', 'effects', 'comprehensively', 'improve', 'skin', 'people.']"
1160,ep1317559a2 b1,st jude childrens res hospital us,2003-06-11,ep,european patent office epo,fr,"['systeme', 'de', 'transfection', 'dadn', 'servant', 'generer', 'des', 'virus', 'infectieux', 'arn', 'negatif']","['aucun', 'abrg', 'disponible']"
1161,us2021254068a1,univ minnesota us,2021-08-19,us,united states of america,en,"['genome', 'engineering', 'primary', 'monocytes']","['present', 'disclosure', 'relates', 'generally', 'methods', 'tools', 'engineering', 'genome', 'mammalian', 'monocyte.', 'particular', 'the...']"
1162,wo0208263a2 a3,got a gene ab se,2002-01-31,wo,world intellectual property organization wipo,fr,"['virus', 'modifie']","['...la', 'prsente', 'invention', 'concerne', 'un', 'virus', 'modifi', 'comprenant', 'un', 'ou', 'plusieurs', 'polypeptides', 'non', 'natifs', 'lequel', 'polypeptide', 'comprend', 'une', 'ou', 'plusieurs...', 'avec', 'ledit', 'ligand', 'et', 'lequel', 'polypeptide', 'est', 'capable', 'de', 'transport', 'malgr', 'la', 'membrane', 'nuclaire', 'dans', 'laquelle', 'ledit', 'virus', 'modifi', 'prsente', 'un', 'tropisme', 'modifi', 'confr', 'par', 'lesdits', 'groupes', 'caractristiques', 'de', 'liaison.', 'linvention', 'concerne', 'galement', 'lutilisation', 'de', 'tels', 'virus', '', '...']"
1163,ru2241752c1,aucun demandeur disponible,2004-12-10,ru,russia,en,"['recombinant', 'plasmid', 'dna', 'pbmc-gagamod', 'expression', 'human', 'immunodeficiency', 'virus', 'protein', 'gag', 'eucaryotic', 'cells']","['...field', 'biotechnology', 'medicine', 'genetic', 'engineering', 'immunology.', '', 'substance', 'invention', 'proposes', 'plasmid', 'dna', 'pbmc-gagamod.', 'plasmid', 'comprises', 'gene', 'encoding', 'protein', 'gag', 'human', 'immunodeficiency', 'virus', 'type', '1', 'subtype', 'a.', 'nucleotides', 'sequence', 'gene', 'adenine', 'andor', 'thymine...', 'level', 'protein', 'gag', 'expression', 'human', 'immunodeficiency', 'virus', 'eucaryotic', 'cells.', 'proposed', 'plasmid', 'used', 'immunization', '...']"
1164,wo2023151630a1,shenzhen inst of adv tech cas cn,2023-08-17,wo,world intellectual property organization wipo,fr,"['virus', 'ciblant', 'lautophagie', 'son', 'procd', 'de', 'prparation', 'et', 'son', 'utilisation']","['...linvention', 'concerne', 'un', 'virus', 'ciblant', 'lautophagie', 'son', 'procd', 'de', 'prparation', 'et', 'son', 'utilisation.', 'le', 'virus', 'ciblant', 'lautophagie...', 'que', 'la', 'capacit', 'de', 'rplication', 'du', 'virus', 'dans', 'les', 'cellules', 'normales', 'est', 'affaiblie', 'voire', 'compltement', 'supprime', '', 'le', 'virus', 'ciblant', 'l...', 'protection', 'antivirale', 'prsente', 'une', 'matrise', 'de', 'linnocuit', 'et', 'une', 'bonne', 'immunognicit.', 'le', 'virus', 'ciblant', 'lautophagie', 'peut', 'galement', 'tre', 'utilis', 'en', 'tant', 'que', 'virus', 'oncolytique.', '...']"
1165,wo2007119279a1,univ tokyo nat univ corp jp,2007-10-25,wo,world intellectual property organization wipo,fr,"['vaccin', 'adn', 'pour', 'la', 'maladie', 'du', 'virus', 'de', 'lherps', 'des', 'carpes', 'kokhv']","['...vaccin', 'adn', 'pour', 'poisson', 'dont', 'le', 'est', 'dinduire', 'une', 'immunit', 'protectrice', 'contre', 'la', 'maladie', 'du', 'virus', 'de', 'l...', 'polypeptide', 'immunogne', 'contre', 'le', 'virus', 'de', 'lherps', 'khv', 'chez', 'la', 'carpe', 'ko', 'ou', 'bien', 'un', 'vecteur', 'dexpression', 'contenant', 'ladn', 'mentionn', 'ci-dessus', 'comme', 'principe', 'actif.', '...']"
1166,cn111019910a b,shanghai qingsai biotechnology co ltd,2020-04-17,cn,china,en,"['f', 'genotype', 'mumps', 'virus', 'attenuated', 'strain', 'well', 'construction', 'method', 'application', 'thereof']","['...the', 'invention', 'provides', 'f', 'genotype', 'mumps', 'virus', 'attenuated', 'strain', 'well', 'construction', 'method', 'application', 'thereof.', 'specifically', 'invention', 'provides', 'f', 'genotype', 'mumps', 'virus', 'attenuated', 'strain', 'attenuated', 'strain', 'mumps', 'virus', 'qs-f...', 'mumps', 'virus', 'attenuated', 'strain', 'active', 'ingredient', 'preparation', 'method', 'thereof.', 'mumps', 'virus', 'attenuated', 'vaccine', 'strain', 'disclosed', '...']"
1167,cn115537447a,univ fudan,2022-12-30,cn,china,en,"['screening', 'method', 'application', 'anti-eb', 'epstein-barr', 'virus', 'related', 'tumor', 'targeting', 'small', 'molecule', 'compound']","['...the', 'invention', 'belongs', 'technical', 'field', 'gene', 'engineering', 'relates', 'method', 'screening', 'targeted', 'small', 'molecule', 'compounds', 'resisting', 'eb', 'virus', 'related', 'tumors.', 'method', 'mainly', 'characterized', 'standard', 'compound', 'targeted', 'intervention', 'screening', 'is...', 'effects', 'eb', 'virus', 'infected', 'tumor', 'cells', 'beneficial', 'clinical', 'prevention', 'treatment', 'eb', 'virus', 'related', 'diseases.', '...']"
1168,cn105233302a b,inst bioengineering amms,2016-01-13,cn,china,en,"['method', 'preparing', 'influenza', 'hemagglutinin', 'glycoprotein', 'polymer', 'nanoparticles']","['...the', 'invention', 'discloses', 'method', 'preparing', 'influenza', 'virus', 'hemagglutinin', 'glycoprotein', 'polymer', 'nanoparticles.', 'influenza', 'virus', 'hemagglutinin', 'glycoprotein', 'polymers', 'complete', 'spatial', 'structures', 'prepared', 'according', 'method.', 'method', 'includes', 'steps', 'expressing', 'influenza', 'virus', 'hemagglutinin', 'ha...', 'solution', 'obtain', 'influenza', 'virus', 'hemagglutinin', 'glycoprotein', 'polymer', 'nanoparticles', 'haemagglutination', 'activity.', 'method', 'preparing', 'influenza', 'virus', '...']"
1169,de2902865a1,merck  co inc,1979-07-26,de,germany,fr,"['verfahren', 'und', 'vorrichtung', 'zur', 'vermehrung', 'von', 'zellen', 'oder', 'eines', 'virus']","['aucun', 'abrg', 'disponible']"
1170,cn114231502a,univ jilin,2022-03-25,cn,china,en,"['recombinant', 'rabies', 'virus', 'expressing', 'novel', 'coronavirus', 'rbd', 'protein', 'application', 'thereof']","['...the', 'invention', 'relates', 'technical', 'field', 'genetic', 'engineering', 'particular', 'recombinant', 'rabies', 'virus', 'expressing', 'novel', 'coronavirus', 'rbd', 'protein', 'application', 'recombinant', 'rabies', 'virus.', 'recombinant', 'rabies', 'virus', 'contains', 'rbd', 'structure', 'an...', 'virus', 'recombinant', 'rabies', 'virus', 'immunogenicity', 'rabies', 'virus', 'also', 'advantages', '...']"
1171,ca2053004a1,takeda chemical industries ltd jp,1992-04-10,ca,canada,en,"['plants', 'de', 'tomates', 'resistant', 'aux', 'virus']","['virus-resistant', 'tomato', 'plants', 'present', 'invention', 'provides', 'virus-resistant', 'tomato', 'plant', 'transformed', 'coat', 'protein', 'gene', 'cucumber', 'mosaic', 'virus.']"
1172,ep3188755a1 b1,int centre for genetic engineering and biotechnology,2017-07-12,ep,european patent office epo,fr,['vaccin'],"['aucun', 'abrg', 'disponible']"
1173,cn108567976a,chengdu biprotein biotechnology co ltd,2018-09-25,cn,china,en,"['preparation', 'method', 'applications', 'chicken', 'newcastle', 'disease', 'egg', 'drop', 'syndrome', 'bivalent', 'genetic', 'engineering', 'subunit', 'vaccine']","['invention', 'provides', 'chicken', 'newcastle', 'disease', 'egg', 'drop', 'syndrome', 'bivalent', 'genetic', 'engineering', 'subunit', 'vaccine', 'uses', 'thereof', 'preparation', 'method', 'thereof', 'wherein', 'preparation', 'methodcomprises', 'fusing', 'hn', 'fragment', 'chicken', 'newcastle', 'disease', 'virus', 'knob', 'fragment', 'egg', 'drop', 'syndrome', 'virus', 'linking', 'peptide', 'form', 'vector', 'expressing', 'mammalian', 'cells.', 'according', '...']"
1174,cn114350711a b,compound hundred australian suzhou biomedical science and tech limited company,2022-04-15,cn,china,en,"['virus-like', 'particle', 'well', 'construction', 'method', 'application', 'thereof']","['invention', 'provides', 'virus-like', 'particle', 'well', 'construction', 'method', 'application', 'thereof', 'belongs', 'field', 'biomedical', 'engineering.', 'basis', 'second-generation', 'lentiviral', 'vector', 'system', 'lentiviral', 'vector', 'containing', 'narm', 'ntd', 'regions', 'novel', 'coronavirus', 'nucleocapsid', 'protein', 'n', 'protein', 'coronavirus', 'provided', 'meanwhile', 'virus-like', 'particles', 'higher', '...']"
1175,wo2007132763a1,chemo sero therapeut res inst jp,2007-11-22,wo,world intellectual property organization wipo,fr,"['procd', 'permettant', 'une', 'prolifration', 'du', 'virus', 'de', 'la', 'grippe']","['...linvention', 'concerne', 'un', 'procd', 'destin', '', 'la', 'production', '', 'grande', 'chelle', 'dun', 'virus', 'de', 'la', 'grippe.', 'plus', 'spcifiquement', 'linvention', 'concerne', 'un', 'procd', 'destin', '', 'faire', 'prolifrer', 'un', 'virus', 'de', 'la', 'grippe', 'le', 'procd', 'comportant', 'les', 'tapes', 'qui...', 'inoculer', 'la', 'cellule', 'avec', 'un', 'virus', 'de', 'la', 'grippe', 'et', 'cultiver', 'la', 'cellule', 'inocule', 'dans', 'un', 'milieu', 'de', 'culture', 'additionn', 'de', 'trypsine.', '...']"
1176,wo2021188993a1,dignity health us,2021-09-23,wo,world intellectual property organization wipo,fr,"['procd', 'dingnierie', 'et', 'disolement', 'de', 'virus', 'adno-associ']","['...linvention', 'concerne', 'des', 'protines', 'de', 'capside', 'de', 'virus', 'adno-associs', 'modifis', 'aav', 'ayant', 'chacune', 'un', 'tropisme', 'pour', 'un', 'type...', 'bibliothques', 'comprenant', 'les', 'protines', 'modifies', 'des', 'virus', 'recombinants', 'comprenant', 'les', 'protines', 'modifies', 'et', 'des', 'constructions', 'dacides', 'nucliques', 'codant', 'pour', 'les', 'protines', 'modifies.', '...']"
1177,wo2021242909a1,shape therapeutics inc us,2021-12-02,wo,world intellectual property organization wipo,fr,"['high', 'throughput', 'engineering', 'functional', 'aav', 'capsids']","['...', 'capside', 'de', 'virus', 'adno-associ', 'recombinant', 'aav', 'vp', 'ayant', 'au', 'moins', 'une', 'mutation', 'dans', 'un', 'rsidu', 'correspondant', 'au', 'rsidu', '581', 'au', 'rsidu', '589', 'dans', 'la', 'seq', 'id', '', '1.']"
1178,wo9829551a1,univ minas gerais br,1998-07-09,wo,world intellectual property organization wipo,fr,"['procede', 'pour', 'lexpression', 'et', 'la', 'production', 'dune', 'proteine', 'hybride', 'de', 'recombinaison', 'p24p17', 'derivee', 'du', 'virus', 'de', 'limmunodeficience', 'humaine', 'hiv-1']","['la', 'prsente', 'invention', 'se', 'rapporte', '', 'une', 'protine', 'hybride', 'de', 'recombinaison', 'p24p17', 'drive', 'du', 'virus', 'de', 'limmunodficience', 'humaine...']"
1179,cn207601671u,hubei xinzongke virus disease engineering tech co ltd,2018-07-10,cn,china,en,"['ratchet', 'locking', 'knob']","['utility', 'model', 'provides', 'ratchet', 'locking', 'knob', 'lock', 'knob', 'include', 'pawl', 'part', 'locking', 'spiral', 'cover', 'pawl', 'part', 'includes', 'fixed', 'disk', 'pawl', 'torsional', 'spring', 'set', 'first', 'opening', 'fixed', 'disk', 'lower', 'part', 'pawl', 'rotated', 'cover', 'established', 'outside', 'fixed', 'axle', 'fixed', 'axle', 'fix', 'fixed', 'disk', 'fixed', 'disk', 'parallel', 'arrangement', 'wear', 'first', 'opening', 'top', 'pawl', 'outside', 'fixed', 'axle', 'established', 'torsional', 'spring', 'cover', 'torsional', 'spring', 'links', 'firmly', 'pawl', 'torsional', 'springis', 'used', 'making', 'pawl', 'hug', 'closely', 'first', 'open', '-ended', 'side', 'locking', 'spiral', 'cover', 'bottom', 'open', '-ended', 'hollow', 'cylindrical', 'structure', 'central', 'axis', 'locking', 'spiral', 'cover', 'thethe', 'central', 'axis', 'coincidence', 'fixed', 'disk', 'top', 'matched', 'gear', 'round', 'pawl', 'set', 'inboard', 'top', 'locking', 'spiral', 'cover.', 'utility', 'model', 'provides', 'pair', 'ratchet', 'locking', 'knob', 'setting', 'matched', 'pawl', 'gear', 'prevent', 'lock', 'spiral', 'cover', 'take', 'place', 'pine', 'move', 'back', 'state', 'screwing', 'guarantee', 'operation', 'carries', 'reduce', 'potential', 'safety', 'hazard', 'smoothly', 'simple', 'structure', 'convenient', 'operation', 'effective.']"
1180,cn108823231a b,rong jun,2018-11-16,cn,china,en,"['porcine', 'circovirus', 'type', '3', 'genetic', 'engineering', 'subunit', 'vaccine', 'preparation', 'method', 'thereof']","['...the', 'invention', 'provides', 'porcine', 'circovirus', 'type', '3', 'pcv3', 'genetic', 'engineering', 'subunit', 'vaccine', 'preparation', 'method', 'thereof.', 'method...', 'gene', 'n-end', 'gene', 'optimized', 's3', 's5', 'constructing', 'expression', 'engineering', 'bacteria', 'utilizing', 'gene', 'recombined', 's4', 'and...', 'virus', 'loading', 'amount', 'blood', 'serum', 'experiment', 'pigs', 'remarkably', 'reduced', 'anti-virus', 'protection', 'experiment', '...']"
1181,cn113999823a b,beijing saier fusen biotechnology co ltd,2022-02-01,cn,china,en,"['d8', 'genotype', 'chimeric', 'measles', 'virus', 'attenuated', 'strain', 'well', 'preparation', 'method', 'application', 'thereof']","['...the', 'invention', 'relates', 'technical', 'field', 'virus', 'gene', 'engineering', 'particular', 'd8', 'genotype', 'chimeric', 'measles', 'virus', 'attenuated', 'strain', 'preparation', 'method', 'application', 'd8', 'genotype', 'chimeric', 'measles', 'virus', 'attenuated', 'strain.', 'method', 'comprises...', 'measles', 'virus', 'attenuated', 'strain', 'rmvfh', 'd8', 'excellent', 'protection', 'effect', 'd8', 'genotype', 'measles', 'virus.', '...']"
1182,cn109535229a b,univ yangtze,2019-03-29,cn,china,en,"['recombinant', 'porcine', 'circovirus', 'type', '2', 'pcv2', 'rep', 'protein', 'elisa', 'detection', 'kit', 'preparation', 'method', 'application', 'protein']","['...', 'gene', 'cloning', 'vector', 'performing', 'gene', 'transformation', 'constructing', 'recombinant', 'pcv2', 'rep', 'protein', 'expression', 'plasmid', 'vector', 'engineering', 'bacteria', 'performing...', 'pcv2', 'whole', 'virus', 'inactivated', 'vaccine', 'whole', 'virus', 'attenuated', 'vaccine', 'immune', 'antibodies', 'pig', 'serum', 'showsnegative', 'reaction', 'detecting', 'serum', 'antibodies', 'subunit', 'vaccine-immunized', 'pigs', 'pcv2', 'cap', 'protein', 'genetic', 'engineering', 'application', 'pcv2', '...']"
1183,ep1607101a1 a4,daiichi seiyaku co jp,2005-12-21,ep,european patent office epo,en,"['inhibiteur', 'de', 'la', 'degradation', 'de', 'la', 'proteine', 'interagissant', 'avec', 'la', 'proteine', 'x', 'du', 'virus', 'de', 'lhepatite', 'b']","['...it', 'discovered', 'hepatitis', 'b', 'virus', 'x', 'interacting', 'protein', 'xip', 'cleaved', 'degraded', 'caspase-1', 'the...', 'treating', 'disease', 'attributable', 'degradation', 'xip', 'inhibiting', 'replication', 'andor', 'transcription', 'hepatitis', 'b', 'virus', 'preventing', 'andor', 'treating', 'hepatitis', 'b', 'preventing', 'andor', 'treating', 'hepatic', 'cancer', 'caused', 'hepatitis', 'b', 'virus.', '...']"
1184,cn108329509a b,hubei xinzongke virus disease engineering tech co ltd,2018-07-27,cn,china,en,"['carboxylated', 'porous', 'polystyrene', 'microspheres', 'preparation', 'method', 'thereof']","['invention', 'provides', 'carboxylated', 'porous', 'polystyrene', 'microspheres', 'preparation', 'method', 'thereof.', 'preparation', 'method', 'carboxylated', 'porous', 'polystyrene', 'microspheres', 'comprises', 'steps', 'follows', '1', 'seed', 'microspheres', 'swollen', 'cyclohexane', '2', 'seed', 'microspheres', 'obtained', 'step', '1', 'subjected', 'swelling', 'styrene', 'monomers', 'functional', 'acrylic', 'monomers', 'crosslinking', 'agent', 'pore-foaming', 'agent', 'protective', 'agent', 'aqueous', 'phase', 'polymerization', 'inhibitor', 'added', 'system', 'obtained', 'swelling', 'step', '2', 'polymerization', 'reaction', 'isperformed', 'seed', 'microspheres', 'polystyrene', 'microspheres.', 'carboxylated', 'porous', 'polystyrene', 'microspheres', 'obtained', 'preparation', 'method', 'carboxylated', 'porous', 'polystyrene', 'microspheres', 'uniform', 'size', 'also', 'contain', 'rich', 'uniform', 'carboxyl', 'functional', 'groups', 'surfaces', 'uniform', 'porous', 'structure.']"
1185,cn108179011a,hubei xinzongke virus disease engineering tech co ltd,2018-06-19,cn,china,en,"['cdse', 'quantum', 'dot', 'preparation', 'method', 'thereof']","['invention', 'provides', 'cdse', 'quantum', 'dot', 'preparation', 'method', 'thereof.', 'preparation', 'method', 'comprises', 'following', 'steps', 'performing', 'constant-temperature', 'reaction', 'mixture', 'cadmium', 'stearate', 'selenium', 'powder', 'liquid', 'paraffin', '3-6', 'hours', 'temperature', '200-300', 'deg', 'c', 'performing', 'steps', 'centrifugation', 'washing', 'obtain', 'product.', 'prior', 'art', 'preparation', 'process', 'cdse', 'quantum', 'dot', 'disadvantages', 'various', 'raw', 'material', 'types', 'difficult', 'one-step', 'preparation', 'complex', 'technology', 'low', 'quantum', 'dot', 'yield', 'poor', 'fluorescence', 'effect.', 'comparedwith', 'prior', 'art', 'invention', 'raw', 'material', 'type', 'less', 'process', 'simple', 'reaction', 'condition', 'easy', 'regulate', 'control', 'fluorescence', 'effect', 'prepared', 'cdse', 'quantum', 'dot', 'good.']"
